Date,Close,Open,High,Low,Volume
2019-05-08 00:00:00-04:00,34.70322799682617,34.55879023266938,34.82840347434347,34.462500838701466,735100
2019-05-09 00:00:00-04:00,34.732112884521484,34.44324103935892,34.78025757984778,34.10622082566525,724700
2019-05-10 00:00:00-04:00,34.838035583496094,34.6261945030478,34.866921667846306,34.42398456618626,881500
2019-05-13 00:00:00-04:00,33.798091888427734,34.3565806643146,34.3565806643146,33.77883694799471,628100
2019-05-14 00:00:00-04:00,34.62620544433594,33.9136548683734,34.75138463808305,33.865506481635606,1251500
2019-05-15 00:00:00-04:00,34.88618087768555,34.568422924790696,35.049877262611155,34.24103382814459,955900
2019-05-16 00:00:00-04:00,35.29060745239258,34.98247694366796,35.42541409080892,34.94395971177604,702500
2019-05-17 00:00:00-04:00,34.97284698486328,35.01136421806115,35.20394671084499,34.79952310867838,360200
2019-05-20 00:00:00-04:00,34.95358657836914,34.84766602910171,35.261717081762384,34.70323192181413,512800
2019-05-21 00:00:00-04:00,35.05950164794922,35.11727748575728,35.367632103182665,35.00172581014116,727900
2019-05-22 00:00:00-04:00,34.90543746948242,34.17362853460825,35.29060238670349,34.17362853460825,3103700
2019-05-23 00:00:00-04:00,34.66471862792969,34.722494481330315,34.943963076224065,34.54917059433421,858600
2019-05-24 00:00:00-04:00,34.74175262451172,34.97284868854561,35.07876924839685,34.74175262451172,1184100
2019-05-28 00:00:00-04:00,34.74175262451172,34.857300656528665,35.280979222727936,34.74175262451172,790300
2019-05-29 00:00:00-04:00,34.4432487487793,34.55879677806644,34.73212065859997,34.395104042676785,1539100
2019-05-30 00:00:00-04:00,34.71286392211914,34.568429795986766,34.934332520753436,34.568429795986766,1674200
2019-05-31 00:00:00-04:00,34.809146881103516,34.44324058963268,34.90543627049885,34.44324058963268,1635600
2019-06-03 00:00:00-04:00,34.64545440673828,34.85729549507264,34.92469880986899,34.5202752478857,1045400
2019-06-04 00:00:00-04:00,34.915069580078125,34.953586811560584,34.982476571775116,34.4336152061635,1259900
2019-06-05 00:00:00-04:00,35.078765869140625,35.107651956060735,35.24245859262841,34.93432808812934,1378100
2019-06-06 00:00:00-04:00,35.42540740966797,34.99209781561837,35.51206932847789,34.934321978676856,1144700
2019-06-07 00:00:00-04:00,35.608360290527344,35.62761890369231,35.74316690947718,35.43503644524759,2252300
2019-06-10 00:00:00-04:00,35.43503952026367,35.858721700249724,35.964638572041046,35.32911897526716,2074800
2019-06-11 00:00:00-04:00,35.43503952026367,35.531332594444685,35.617994524604995,35.280974274779254,1039700
2019-06-12 00:00:00-04:00,35.61800003051758,35.444676143404145,35.7816927721215,35.444676143404145,692700
2019-06-13 00:00:00-04:00,35.41577911376953,35.83946127232182,35.88760597037412,35.3965204999076,1349800
2019-06-14 00:00:00-04:00,35.608360290527344,35.7527980526621,35.92612189794186,35.46392620159747,694200
2019-06-17 00:00:00-04:00,35.772064208984375,35.74317444654259,35.92612947358649,35.67577112285452,1723900
2019-06-18 00:00:00-04:00,36.33054733276367,35.964640972860145,36.37869203646548,35.77206215805292,1348900
2019-06-19 00:00:00-04:00,36.417205810546875,36.37868858196083,36.50386773826292,36.205364726528735,1283000
2019-06-20 00:00:00-04:00,36.7349739074707,36.503874168451134,36.90829779343395,36.503874168451134,852900
2019-06-21 00:00:00-04:00,36.38832092285156,36.71571003019353,36.71571003019353,36.301658992284416,818200
2019-06-24 00:00:00-04:00,36.38832092285156,36.513496410066715,36.542386169059235,36.2824003773578,587200
2019-06-25 00:00:00-04:00,36.340179443359375,36.455727469956095,36.47498608658981,36.301662210091955,803800
2019-06-26 00:00:00-04:00,35.9935302734375,36.39795018720835,36.40758133174884,35.96464051302144,513000
2019-06-27 00:00:00-04:00,36.282405853271484,36.0705647303119,36.43647112273143,35.83946866272487,1017300
2019-06-28 00:00:00-04:00,36.67719268798828,36.29202773704634,36.686820158819486,36.29202773704634,3789200
2019-07-01 00:00:00-04:00,37.27419662475586,36.90829394648765,37.30308638487572,36.860145570689674,900000
2019-07-02 00:00:00-04:00,37.00458908081055,37.149026884155965,37.26457492290875,36.73497576598541,855200
2019-07-03 00:00:00-04:00,37.2838249206543,37.12975968020552,37.34159709006941,37.023839138671036,338600
2019-07-05 00:00:00-04:00,37.10087585449219,37.21642755820857,37.21642755820857,36.68682476585596,502300
2019-07-08 00:00:00-04:00,36.802371978759766,36.98532331084424,37.1682746429287,36.638675588406116,1366400
2019-07-09 00:00:00-04:00,36.93718338012695,36.67719755472413,36.97570061497308,36.54239090596838,717400
2019-07-10 00:00:00-04:00,36.966064453125,37.03346776835581,37.16827439881744,36.92754722350591,623100
2019-07-11 00:00:00-04:00,36.92753982543945,37.043091491147095,37.11049479287432,36.82162297501413,501700
2019-07-12 00:00:00-04:00,37.14902114868164,37.0623592146954,37.19716585129503,36.60015978463184,436200
2019-07-15 00:00:00-04:00,37.206790924072266,37.23567700913715,37.36085616642682,36.96606375331797,361600
2019-07-16 00:00:00-04:00,36.87940979003906,37.2067989599018,37.31271952562297,36.821637607431825,646600
2019-07-17 00:00:00-04:00,36.79273986816406,36.91791902535726,37.08161173820558,36.70607793983109,664700
2019-07-18 00:00:00-04:00,37.216426849365234,36.792744623552814,37.351233494594425,36.78311715169598,841200
2019-07-19 00:00:00-04:00,37.08161544799805,37.3030876994988,37.64973177430521,37.06236050484671,976300
2019-07-22 00:00:00-04:00,37.25493621826172,37.14901934693143,37.4186326070543,37.004581572891226,440400
2019-07-23 00:00:00-04:00,37.72676086425781,37.428257863067266,37.73638833446172,37.10086877806003,861800
2019-07-24 00:00:00-04:00,38.04452133178711,37.64010143868266,38.04452133178711,37.341598417673275,1293800
2019-07-25 00:00:00-04:00,38.853370666503906,38.29488544302057,38.959291227821204,38.13118902829227,1909000
2019-07-26 00:00:00-04:00,38.91114044189453,38.97854375707592,39.23852954700635,38.4970894068059,1254700
2019-07-29 00:00:00-04:00,39.02668762207031,38.83410882464873,39.30593202081876,38.603009125255674,1242800
2019-07-30 00:00:00-04:00,38.834110260009766,38.80522050076464,39.04594767964433,38.71855856943974,867400
2019-07-31 00:00:00-04:00,38.20821762084961,38.84373721776756,38.96891637762865,37.95785930112743,1148000
2019-08-01 00:00:00-04:00,38.256370544433594,38.285256636300815,38.82448694812696,38.16970859562592,913600
2019-08-02 00:00:00-04:00,37.803794860839844,38.20821843469571,38.27562175147081,37.36085772968769,1076100
