Date,BTC_Close,BTC_Open,BTC_High,BTC_Low,BTC_Volume,ETH_Close,ETH_Open,ETH_High,ETH_Low,ETH_Volume,average,total_Volume,BTC_percentage,ETH_percentage
2020-07-31 00:00:00+00:00,11323.466796875,11110.2109375,11415.8642578125,10987.0537109375,23160469766,345.5546569824219,334.63372802734375,348.6113586425781,329.3409423828125,12030600492,5834.510726928711,35191070258,65.81348505800251,34.18651494199747
2020-08-01 00:00:00+00:00,11759.5927734375,11322.5703125,11794.775390625,11239.6826171875,26075670303,385.19970703125,345.7986145019531,388.84796142578125,343.5874328613281,14045259477,6072.396240234375,40120929780,64.99268697406544,35.007313025934565
2020-08-02 00:00:00+00:00,11053.6142578125,11758.7646484375,12034.14453125,11018.1298828125,27410067336,370.6717224121094,385.54986572265625,411.2283020019531,357.1436462402344,18909744275,5712.142990112305,46319811611,59.17568829120772,40.82431170879228
2020-08-03 00:00:00+00:00,11246.3486328125,11043.7685546875,11453.0791015625,11012.4150390625,20271713443,386.295166015625,371.13385009765625,396.5069885253906,369.3363342285156,12834648062,5816.3218994140625,33106361505,61.232079036950026,38.76792096304997
2020-08-04 00:00:00+00:00,11205.892578125,11246.203125,11385.3818359375,11094.1455078125,21250197042,389.87548828125,386.1564636230469,400.70062255859375,382.985107421875,14086704221,5797.884033203125,35336901263,60.13599461888957,39.86400538111043
2020-08-05 00:00:00+00:00,11747.0224609375,11203.8232421875,11786.6171875,11158.28515625,24411254471,401.590576171875,389.7108154296875,406.303955078125,386.2184753417969,12875466638,6074.3065185546875,37286721109,65.46902957661189,34.530970423388105
2020-08-06 00:00:00+00:00,11779.7734375,11749.87109375,11902.3359375,11598.7138671875,23400740340,394.9619445800781,401.5838623046875,403.4886779785156,392.6001892089844,11304626458,6087.367691040039,34705366798,67.42686362084072,32.573136379159266
2020-08-07 00:00:00+00:00,11601.47265625,11778.89453125,11898.0380859375,11408.59375,23132312867,379.5128479003906,395.22686767578125,398.2490234375,367.9355163574219,12751687084,5990.492752075195,35883999951,64.46414251083333,35.53585748916668
2020-08-08 00:00:00+00:00,11754.0458984375,11604.5537109375,11800.064453125,11558.431640625,17572057837,393.98736572265625,379.55157470703125,393.98736572265625,377.3497314453125,9342060531,6074.016632080078,26914118368,65.2893681923187,34.71063180768129
2020-08-09 00:00:00+00:00,11675.7392578125,11737.3251953125,11806.056640625,11548.7841796875,17489608833,391.1204528808594,395.30523681640625,399.7370910644531,385.8307189941406,9451065592,6033.42985534668,26940674425,64.91897180113003,35.081028198869966
2020-08-10 00:00:00+00:00,11878.111328125,11662.2568359375,12045.140625,11662.2568359375,26114112569,395.8875732421875,391.04150390625,399.3759460449219,391.04150390625,11685827893,6136.999450683594,37799940462,69.08506270070008,30.914937299299915
2020-08-11 00:00:00+00:00,11410.525390625,11881.6474609375,11932.7109375,11195.708984375,27039782640,380.3840637207031,395.89471435546875,398.4789123535156,370.8606262207031,12792218737,5895.454727172852,39832001377,67.88456945478379,32.11543054521621
2020-08-12 00:00:00+00:00,11584.9345703125,11404.5966796875,11748.396484375,11249.60546875,25064548486,391.024169921875,380.0638122558594,391.31231689453125,367.9236145019531,12408772745,5987.9793701171875,37473321231,66.88638119768584,33.11361880231416
2020-08-13 00:00:00+00:00,11784.1376953125,11588.4052734375,11796.396484375,11216.8720703125,27522199497,428.7417907714844,390.8381042480469,432.90460205078125,379.71087646484375,18480303526,6106.439743041992,46002503023,59.82761303931582,40.172386960684186
2020-08-14 00:00:00+00:00,11768.87109375,11772.6591796875,12150.994140625,11685.455078125,24237958589,437.3978271484375,428.6772766113281,444.5777587890625,423.3458557128906,15064589987,6103.134460449219,39302548576,61.670195616273205,38.32980438372679
2020-08-15 00:00:00+00:00,11865.6982421875,11768.697265625,11963.203125,11768.697265625,23354924400,433.35491943359375,437.56298828125,441.7546081542969,429.8746032714844,12416067894,6149.526580810547,35770992294,65.29012169426848,34.70987830573152
2020-08-16 00:00:00+00:00,11892.8037109375,11866.685546875,11934.9013671875,11737.1884765625,20583375490,433.78662109375,433.3505859375,436.2658386230469,415.08624267578125,12168816874,6163.295166015625,32752192364,62.84579444710543,37.15420555289457
2020-08-17 00:00:00+00:00,12254.40234375,11895.658203125,12359.056640625,11806.6962890625,28227687027,429.53125,433.9737548828125,442.7349853515625,422.64727783203125,13227089410,6341.966796875,41454776437,68.09272526146273,31.907274738537268
2020-08-18 00:00:00+00:00,11991.2333984375,12251.8955078125,12335.70703125,11954.525390625,26043227672,423.6693115234375,429.66961669921875,432.5802917480469,419.6741027832031,11978984079,6207.451354980469,38022211751,68.4947731145994,31.505226885400607
2020-08-19 00:00:00+00:00,11758.283203125,11990.884765625,12028.923828125,11687.3330078125,24502851117,406.4637756347656,423.73858642578125,427.024658203125,396.6783447265625,13137391167,6082.373489379883,37640242284,65.09748511213914,34.90251488786086
2020-08-20 00:00:00+00:00,11878.3720703125,11761.5,11900.4111328125,11710.0634765625,20175242945,416.4397888183594,406.7589111328125,418.73443603515625,404.0260925292969,10043032427,6147.40592956543,30218275372,66.76503770196696,33.234962298033025
2020-08-21 00:00:00+00:00,11592.4892578125,11878.0263671875,11899.259765625,11564.9794921875,23762425999,389.1263427734375,416.1487731933594,418.6379699707031,387.4411315917969,11781796374,5990.807800292969,35544222373,66.85313227460097,33.14686772539904
2020-08-22 00:00:00+00:00,11681.8251953125,11585.4775390625,11689.4072265625,11448.8056640625,20224191306,395.83514404296875,389.0310974121094,396.4665832519531,382.81463623046875,10131847985,6038.830169677734,30356039291,66.62328741943648,33.37671258056351
2020-08-23 00:00:00+00:00,11664.84765625,11679.6962890625,11713.4296875,11559.9208984375,18482062658,391.3844909667969,395.5628356933594,396.49041748046875,385.039794921875,8137303970,6028.116073608398,26619366628,69.43088810595273,30.56911189404728
2020-08-24 00:00:00+00:00,11774.595703125,11663.689453125,11807.6318359375,11623.25,20681511755,408.1441955566406,391.6789855957031,409.3885803222656,389.3146057128906,10328860398,6091.36994934082,31010372153,66.69223978661357,33.30776021338643
2020-08-25 00:00:00+00:00,11366.134765625,11773.5888671875,11778.2998046875,11189.8505859375,26301509932,384.00103759765625,408.0716857910156,408.5279235839844,374.3553771972656,12428442042,5875.067901611328,38729951974,67.90999882895956,32.09000117104044
2020-08-26 00:00:00+00:00,11488.36328125,11366.89453125,11530.052734375,11296.9931640625,22466660958,386.46612548828125,383.9774475097656,391.8732604980469,378.7058410644531,9967343483,5937.414703369141,32434004441,69.26884714118054,30.731152858819456
2020-08-27 00:00:00+00:00,11323.3974609375,11485.6083984375,11570.7861328125,11185.94140625,23240415076,382.63262939453125,386.60986328125,395.34918212890625,374.8664855957031,10457777652,5853.015045166016,33698192728,68.96635455672204,31.03364544327797
2020-08-28 00:00:00+00:00,11542.5,11325.2958984375,11545.615234375,11316.4228515625,19807127588,395.8746643066406,382.62957763671875,397.75762939453125,381.2738342285156,9120674421,5969.18733215332,28927802009,68.47090415593145,31.52909584406856
2020-08-29 00:00:00+00:00,11506.865234375,11541.0546875,11585.640625,11466.29296875,17485597759,399.9214782714844,395.6875915527344,405.6163635253906,393.03741455078125,8777703481,5953.393356323242,26263301240,66.57806495540163,33.42193504459838
2020-08-30 00:00:00+00:00,11711.505859375,11508.7138671875,11715.2646484375,11492.3818359375,19760127945,428.3957214355469,399.61669921875,428.6639709472656,399.6083679199219,11211948040,6069.950790405273,30972075985,63.799817469678075,36.20018253032192
2020-08-31 00:00:00+00:00,11680.8203125,11713.306640625,11768.876953125,11598.318359375,22285928250,435.0797424316406,428.5090026855469,438.5603332519531,419.7701721191406,12774741797,6057.95002746582,35060670047,63.56389715349127,36.436102846508724
2020-09-01 00:00:00+00:00,11970.478515625,11679.31640625,12067.0810546875,11601.12890625,27311555343,477.0519104003906,434.87445068359375,487.2118835449219,432.0791931152344,18862763756,6223.765213012695,46174319099,59.148799323803104,40.851200676196896
2020-09-02 00:00:00+00:00,11414.0341796875,11964.8232421875,11964.8232421875,11290.7939453125,28037405299,440.0404968261719,477.00787353515625,480.33099365234375,424.46002197265625,19691854014,5927.037338256836,47729259313,58.74259458990486,41.25740541009514
2020-09-03 00:00:00+00:00,10245.296875,11407.19140625,11443.0224609375,10182.46484375,31927261555,385.67193603515625,440.239990234375,449.532470703125,381.12969970703125,19622845896,5315.484405517578,51550107451,61.93442290173278,38.06557709826722
2020-09-04 00:00:00+00:00,10511.8134765625,10230.365234375,10663.919921875,10207.9404296875,29965130374,388.24114990234375,384.671630859375,402.4117431640625,371.6366882324219,16747106257,5450.027313232422,46712236631,64.14835284104981,35.851647158950186
2020-09-05 00:00:00+00:00,10169.5673828125,10512.5302734375,10581.5712890625,9946.67578125,44916565292,335.26007080078125,388.03839111328125,394.1722717285156,316.77435302734375,29880047640,5252.413726806641,74796612932,60.05160331636286,39.94839668363714
2020-09-06 00:00:00+00:00,10280.3515625,10167.216796875,10353.927734375,10056.8857421875,37071460174,353.3622741699219,335.3345642089844,359.7640380859375,319.0419006347656,27643678917,5316.856918334961,64715139091,57.28406165035279,42.71593834964721
2020-09-07 00:00:00+00:00,10369.5634765625,10280.998046875,10399.1533203125,9916.4931640625,33703098409,352.6734924316406,353.45025634765625,358.2118835449219,326.2543640136719,21763614732,5361.11848449707,55466713141,60.76274670057432,39.23725329942568
2020-09-08 00:00:00+00:00,10131.5166015625,10369.306640625,10414.775390625,9945.1103515625,33430927462,337.60211181640625,353.2022705078125,355.5628662109375,328.8167724609375,17991403432,5234.559356689453,51422330894,65.01247003157678,34.98752996842322
2020-09-09 00:00:00+00:00,10242.34765625,10134.1513671875,10350.54296875,10017.2509765625,24128292755,351.1100158691406,337.8249206542969,359.16448974609375,332.1650085449219,14547933520,5296.72883605957,38676226275,62.38533352101193,37.61466647898807
2020-09-10 00:00:00+00:00,10363.138671875,10242.330078125,10503.912109375,10238.1357421875,54406443211,368.1018981933594,351.4293212890625,377.3935852050781,351.11175537109375,31421134556,5365.62028503418,85827577767,63.39039808242012,36.60960191757989
2020-09-11 00:00:00+00:00,10400.9150390625,10369.0283203125,10434.9228515625,10140.8369140625,45201121775,374.6955871582031,368.1184997558594,376.6304016113281,355.58258056640625,27296269329,5387.805313110352,72497391104,62.34861846291467,37.651381537085335
2020-09-12 00:00:00+00:00,10442.1708984375,10409.861328125,10578.837890625,10292.38671875,36750077324,387.18310546875,374.59539794921875,387.5384521484375,367.8421936035156,13295405814,5414.677001953125,50045483138,73.43335505956045,26.566644940439538
2020-09-13 00:00:00+00:00,10323.755859375,10452.3994140625,10577.21484375,10224.330078125,36506852789,365.57000732421875,387.519287109375,388.9598083496094,354.3401794433594,15005899191,5344.662933349609,51512751980,70.8695446967654,29.13045530323461
2020-09-14 00:00:00+00:00,10680.837890625,10328.734375,10800.0107421875,10266.0087890625,35453581940,377.26885986328125,365.6995849609375,384.4851989746094,357.56976318359375,17536695361,5529.053375244141,52990277301,66.90582451307712,33.09417548692288
2020-09-15 00:00:00+00:00,10796.951171875,10677.7548828125,10938.6318359375,10656.4599609375,32509451925,364.8392028808594,377.1540222167969,381.50830078125,363.6068115234375,16140584321,5580.89518737793,48650036246,66.82307852889406,33.17692147110595
2020-09-16 00:00:00+00:00,10974.9052734375,10797.76171875,11100.1240234375,10704.884765625,30769986455,365.8122863769531,364.7439880371094,372.7674255371094,356.6827392578125,16107612177,5670.358779907227,46877598632,65.63899890980235,34.361001090197654
2020-09-17 00:00:00+00:00,10948.990234375,10973.251953125,11037.4208984375,10774.6279296875,38151810523,389.01922607421875,365.86578369140625,393.901611328125,364.7951354980469,19899531080,5669.004730224609,58051341603,65.72080759805968,34.27919240194033
2020-09-18 00:00:00+00:00,10944.5859375,10951.8203125,11034.908203125,10829.6572265625,26341903912,384.3645324707031,389.3374938964844,391.9041442871094,376.9649963378906,14108357740,5664.475234985352,40450261652,65.12171451107923,34.878285488920774
2020-09-19 00:00:00+00:00,11094.3466796875,10933.7529296875,11134.0927734375,10909.6181640625,22764204008,385.54437255859375,384.0416564941406,387.07635498046875,378.72406005859375,11049507684,5739.945526123047,33813711692,67.32240522824885,32.67759477175115
2020-09-20 00:00:00+00:00,10938.271484375,11095.8701171875,11095.8701171875,10814.4775390625,24699523788,371.0528259277344,385.5979919433594,385.5979919433594,367.0943603515625,12292195784,5654.662155151367,36991719572,66.77041260524616,33.229587394753835
2020-09-21 00:00:00+00:00,10462.259765625,10934.92578125,10988.3046875,10380.2607421875,28884999244,341.78607177734375,371.400146484375,375.7370300292969,336.0689697265625,17398267133,5402.022918701172,46283266377,62.409163192410524,37.590836807589476
2020-09-22 00:00:00+00:00,10538.4599609375,10459.6240234375,10568.0771484375,10382.7265625,23621787804,344.503173828125,341.72381591796875,346.600830078125,336.85504150390625,12732578043,5441.4815673828125,36354365847,64.97648151370325,35.02351848629676
2020-09-23 00:00:00+00:00,10246.1865234375,10535.4921875,10537.828125,10197.865234375,23788661867,321.1163024902344,344.58990478515625,344.67138671875,318.9692077636719,12899346599,5283.651412963867,36688008466,64.8404284169465,35.159571583053506
2020-09-24 00:00:00+00:00,10760.06640625,10248.7861328125,10771.056640625,10231.490234375,47144380902,349.3555908203125,320.9850158691406,351.46148681640625,318.54510498046875,15714304470,5554.710998535156,62858685372,75.0005836472682,24.999416352731803
2020-09-25 00:00:00+00:00,10692.716796875,10761.109375,10777.6962890625,10578.9140625,39348590957,352.1832580566406,349.41143798828125,357.7727355957031,339.01593017578125,14381086966,5522.45002746582,53729677923,73.23436967813294,26.76563032186706
2020-09-26 00:00:00+00:00,10750.7236328125,10695.5751953125,10772.9990234375,10667.28125,46852525493,355.48809814453125,352.35089111328125,355.8547668457031,348.10711669921875,13049148579,5553.105865478516,59901674072,78.2157197087425,21.7842802912575
2020-09-27 00:00:00+00:00,10775.26953125,10746.892578125,10803.9765625,10622.921875,53745972818,357.4385070800781,354.95989990234375,361.9844055175781,349.8340759277344,13598126926,5566.354019165039,67344099744,79.80799063660878,20.192009363391218
2020-09-28 00:00:00+00:00,10709.65234375,10776.61328125,10945.34765625,10703.8935546875,47762394731,355.159423828125,357.9259338378906,366.4321594238281,354.5476379394531,14258455166,5532.4058837890625,62020849897,77.01022286911665,22.989777130883358
2020-09-29 00:00:00+00:00,10844.640625,10709.650390625,10860.0009765625,10649.4951171875,46582396602,359.75738525390625,354.3630065917969,360.3533630371094,352.1468505859375,11600013236,5602.199005126953,58182409838,80.06267999503895,19.93732000496105
2020-09-30 00:00:00+00:00,10784.4912109375,10843.87109375,10847.2568359375,10669.3212890625,44171073700,359.9378662109375,360.03851318359375,361.17877197265625,353.32794189453125,11818610610,5572.214538574219,55989684310,78.89144981678501,21.10855018321499
2020-10-01 00:00:00+00:00,10619.4521484375,10795.2548828125,10933.6240234375,10472.3564453125,40023134100,353.2059020996094,360.30914306640625,369.264404296875,346.47705078125,14679481911,5486.329025268555,54702616011,73.16493619236026,26.835063807639735
2020-10-02 00:00:00+00:00,10575.974609375,10619.8212890625,10657.837890625,10416.689453125,48661453918,346.2389221191406,352.9496765136719,354.11541748046875,336.4671630859375,14215390463,5461.10676574707,62876844381,77.3916922788581,22.6083077211419
2020-10-03 00:00:00+00:00,10549.3291015625,10575.1005859375,10598.9404296875,10511.1298828125,44660271563,346.5220947265625,346.2186279296875,351.3077087402344,344.66656494140625,10060167889,5447.925598144531,54720439452,81.61533790710025,18.38466209289974
2020-10-04 00:00:00+00:00,10669.5830078125,10550.4404296875,10686.0,10534.3916015625,71251776995,352.5790100097656,346.60223388671875,354.0457458496094,345.1310119628906,10696959020,5511.081008911133,81948736015,86.9467675278823,13.05323247211771
2020-10-05 00:00:00+00:00,10793.33984375,10676.529296875,10793.5078125,10634.6005859375,47537578009,353.956787109375,352.73681640625,355.2140808105469,349.6799011230469,11809507622,5573.6483154296875,59347085631,80.1009476768118,19.899052323188208
2020-10-06 00:00:00+00:00,10604.40625,10796.306640625,10797.578125,10528.890625,42623695307,340.81585693359375,353.95648193359375,354.989013671875,338.0032958984375,12830796112,5472.611053466797,55454491419,76.8624762689576,23.137523731042407
2020-10-07 00:00:00+00:00,10668.96875,10603.35546875,10680.5078125,10562.5068359375,37799458436,341.80865478515625,340.9430847167969,342.4508361816406,334.5455627441406,11929918060,5505.388702392578,49729376496,76.01032045724607,23.989679542753944
2020-10-08 00:00:00+00:00,10915.685546875,10669.37109375,10945.7373046875,10562.6064453125,63314794397,350.7661437988281,342.0446472167969,352.21148681640625,335.6474914550781,13461017711,5633.225845336914,76775812108,82.46711126667799,17.532888733322
2020-10-09 00:00:00+00:00,11064.4580078125,10927.9130859375,11102.671875,10846.8505859375,22799117613,365.5904846191406,351.1128845214844,368.3103332519531,348.2058410644531,13043501763,5715.02424621582,35842619376,63.60896053335363,36.391039466646376
2020-10-10 00:00:00+00:00,11296.361328125,11059.142578125,11442.2109375,11056.9404296875,22877978588,370.96759033203125,365.4024658203125,378.26715087890625,365.3540344238281,13618484324,5833.664459228516,36496462912,62.68546802237579,37.31453197762421
2020-10-11 00:00:00+00:00,11384.181640625,11296.08203125,11428.8134765625,11288.6279296875,19968627060,375.1420593261719,370.9284362792969,377.2467956542969,369.8280334472656,12584512533,5879.661849975586,32553139593,61.341631896832205,38.6583681031678
2020-10-12 00:00:00+00:00,11555.36328125,11392.6357421875,11698.4677734375,11240.6865234375,26163972642,387.73126220703125,374.7987365722656,395.1221618652344,366.642333984375,15867455424,5971.547271728516,42031428066,62.2485931263528,37.75140687364719
2020-10-13 00:00:00+00:00,11425.8994140625,11548.7197265625,11548.984375,11321.224609375,24241420251,381.1907653808594,387.1429443359375,387.37567138671875,375.58245849609375,14226744838,5903.54508972168,38468165089,63.01683533621897,36.98316466378103
2020-10-14 00:00:00+00:00,11429.5068359375,11429.0478515625,11539.9775390625,11307.8310546875,24103426719,379.4840393066406,381.9714660644531,387.2961730957031,374.1750183105469,13918846567,5904.49543762207,38022273286,63.39291324770686,36.60708675229314
2020-10-15 00:00:00+00:00,11495.349609375,11426.6025390625,11569.9140625,11303.603515625,24487233058,377.44183349609375,379.1922302246094,381.2087707519531,371.3541259765625,14964182545,5936.395721435547,39451415603,62.06933942349566,37.93066057650433
2020-10-16 00:00:00+00:00,11322.123046875,11502.828125,11540.0615234375,11223.0126953125,25635480772,366.22900390625,377.8684997558594,380.0215148925781,362.597412109375,14670784817,5844.176025390625,40306265589,63.6017264248767,36.39827357512329
2020-10-17 00:00:00+00:00,11358.1015625,11322.123046875,11386.26171875,11285.345703125,19130430174,368.8559265136719,366.0157165527344,369.76812744140625,364.489013671875,10951115359,5863.478744506836,30081545533,63.59523699676126,36.40476300323874
2020-10-18 00:00:00+00:00,11483.359375,11355.982421875,11483.359375,11347.578125,18283314340,378.21368408203125,368.7275390625,378.59765625,368.129150390625,11047103109,5930.786529541016,29330417449,62.335677191745376,37.66432280825462
2020-10-19 00:00:00+00:00,11742.037109375,11495.0380859375,11799.0927734375,11408.2900390625,23860769928,379.93560791015625,378.4696350097656,383.3176574707031,373.7022705078125,12811242092,6060.986358642578,36672012020,65.06534169706023,34.934658302939766
2020-10-20 00:00:00+00:00,11916.3349609375,11745.974609375,11999.91796875,11681.48046875,30915821592,369.13690185546875,379.7196960449219,380.7610168457031,367.60107421875,13741586582,6142.735931396484,44657408174,69.22887569189362,30.77112430810638
2020-10-21 00:00:00+00:00,12823.689453125,11913.0771484375,13184.56640625,11900.9287109375,43414712626,392.1899719238281,369.0594177246094,400.62725830078125,368.72796630859375,20241324322,6607.939712524414,63656036948,68.20203504259158,31.797964957408425
2020-10-22 00:00:00+00:00,12965.8916015625,12801.6357421875,13161.59375,12717.09375,34729759598,413.7729797363281,391.4886169433594,420.14166259765625,391.27630615234375,15772846485,6689.832290649414,50502606083,68.76825235696224,31.231747643037767
